ID,INCOME_LEVEL,SEX,AGE,TOWN,OCCUPATION,HEIGHT,1SIBLING,2HOME,3EDUC,4TRAVEL,5CREDIT,6CR SUM,7CARD,8PASTIME,9CHANGES,10DAILY TRAVEL,11TRAVEL MODE,12CONSCIOUS,13ACCOUNTS,14SUM,15MOBILE,16MOBTIME,17CAR,18INTERNET,19SPORT,20VEGAN,21CIVIL,22POLIT,23ILL,24MEDICINE,25DOCTOR,26COVID,27ADVERT,28CULTURE,29FOOD,30CHILDREN,31ROOMS,32VALUABLES,33CLOTHS,34JEWELS,35SMOKE,36ALCOHOL,37MUSIC,38FACE,39TWITTER,40ONLINE1,41ONLINE2,42TV,43REFURB,44MOVE,45TRAVDEST
945,l1,male,39,Budakeszi,asztalos ,158,4,0,1,0,1,1,1,1,2,5,4,0,1,629661,1,0,0,0,1,0,0,0,0,0,5,2,0,0,1,0,0,261,2,1,1,1,1,1,0,1,1,1,0,0,3
946,l1,female,26,Nagybajcs,Szakorvos ,173,0,2,4,1,1,1,1,4,2,2,1,0,1,298593,1,0,0,1,0,1,0,1,1,0,2,2,0,1,0,3,3,686,3,2,0,1,0,1,1,1,2,0,0,0,1
947,l1,female,60,Nagykanizsa,Szakorvos ,168,0,2,4,0,1,1,1,1,2,2,1,0,0,192060,1,1,0,0,1,0,0,1,1,1,1,1,0,1,2,0,3,142,3,0,1,3,0,0,0,1,0,0,0,0,1
948,l1,female,38,Nagykanizsa,Lakatos ,167,4,2,4,1,1,1,1,2,2,0,0,0,0,150661,0,0,0,0,1,0,0,1,1,0,5,1,0,3,0,0,0,0,2,1,1,3,1,1,0,2,2,0,0,0,1
949,l0,male,60,Budakeszi,asztalos ,172,0,0,0,1,1,1,1,2,2,3,1,0,0,0,0,0,0,0,1,1,0,1,1,0,3,1,0,4,0,4,3,554,2,3,1,1,2,0,0,1,0,0,1,1,1
950,l0,male,43,Budakeszi,Lakatos ,185,3,0,3,1,1,1,1,2,0,2,1,0,0,115413,0,0,0,1,1,1,0,1,1,1,5,1,1,4,2,0,3,28387,3,3,1,1,2,1,0,2,2,0,0,0,3
951,l0,male,35,Budakeszi,asztalos ,165,4,0,1,1,1,1,1,1,3,0,0,0,1,117682,1,0,0,0,1,0,0,1,1,1,1,1,0,3,4,3,4,932,1,2,1,1,2,1,1,2,2,1,1,0,1
952,l1,male,65,Nagykanizsa,asztalos ,160,4,0,1,1,1,1,1,2,3,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,319,3,1,1,1,2,1,1,2,2,0,1,1,3
953,l0,male,42,Nagykanizsa,asztalos ,182,4,0,3,0,1,1,1,1,2,3,4,0,0,0,0,0,0,0,1,1,1,1,1,0,4,0,0,1,2,1,3,285,3,0,1,2,0,0,0,2,0,0,0,0,1
954,l1,male,28,Nagykanizsa,Szakorvos ,158,0,0,3,0,1,1,1,1,2,1,0,0,1,146980,1,0,0,0,1,0,1,1,1,0,5,1,0,1,0,0,4,0,2,1,1,3,0,0,0,2,1,0,0,0,2
955,l1,female,58,Budakeszi,Szakorvos ,173,0,0,4,1,1,1,1,1,3,11,1,0,0,585781,1,0,1,1,1,1,1,1,1,0,2,2,0,1,0,3,0,493,1,2,0,1,2,1,0,1,0,1,1,1,1
956,l1,female,35,Nagykanizsa,Lakatos ,179,1,1,2,1,1,1,1,2,2,5,4,0,1,27983,1,0,0,0,1,0,1,1,1,0,3,2,1,3,0,0,0,397,3,1,1,1,2,0,0,1,0,0,1,1,3
957,l1,male,60,Nagykanizsa,Lakatos ,163,3,0,4,1,1,1,1,1,0,0,0,0,1,184270,1,0,0,0,1,0,0,1,1,1,1,1,0,1,4,0,0,464,3,1,1,3,2,1,0,1,1,1,1,0,1
958,l0,male,38,Nagykanizsa,asztalos ,165,3,0,3,1,1,1,1,1,3,2,1,0,0,106164,1,1,1,0,1,0,0,1,1,0,5,1,0,0,0,0,0,0,3,3,1,1,1,0,0,1,0,0,0,0,2
959,l0,male,59,Nagykanizsa,Lakatos ,171,0,0,1,1,1,1,1,2,2,0,0,0,1,180321,1,0,1,0,0,0,0,1,1,1,1,1,0,1,2,0,0,424,2,1,1,1,1,1,0,1,0,1,0,0,2
960,l1,female,40,Nagykanizsa,Szakorvos ,197,4,0,4,1,1,1,1,1,2,14,0,0,0,538399,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,3,4,4615,2,1,1,0,2,1,1,1,0,1,1,0,1
961,l0,male,36,Nagykanizsa,asztalos ,159,4,0,1,1,1,1,1,1,3,2,4,0,0,0,0,0,0,0,1,1,0,0,1,1,5,1,0,1,0,2,2,643,2,2,1,1,0,1,1,2,2,1,0,0,1
962,l1,male,54,Nagykanizsa,asztalos ,168,3,2,3,1,1,1,1,2,2,0,0,0,1,76486,1,0,0,0,1,0,1,1,0,1,3,1,1,0,4,0,0,0,3,3,1,1,2,0,0,1,1,0,1,1,2
963,l1,male,56,Nagykanizsa,Lakatos ,170,3,0,3,0,1,2,1,2,2,1,0,0,1,184412,1,0,1,0,0,0,0,1,1,0,0,0,1,3,2,0,0,0,3,1,1,1,1,1,1,0,0,1,1,0,3
964,l0,male,26,Budakeszi,Szakorvos ,159,4,0,3,0,1,1,1,1,2,0,0,0,0,15765,1,0,0,0,0,0,0,1,1,0,2,1,0,4,0,1,4,457,2,3,1,0,1,1,1,1,0,1,0,0,4
965,l1,female,25,Budakeszi,Lakatos ,164,3,0,2,1,1,1,1,2,0,0,0,0,1,479763,1,0,1,0,0,0,0,1,1,0,3,1,0,1,0,0,0,944,2,3,1,0,0,0,0,2,0,1,0,0,1
966,l1,male,64,Budakeszi,Szakorvos ,168,0,0,2,1,1,1,1,1,3,2,0,0,1,70372,0,0,1,1,1,1,1,1,1,0,1,0,0,4,0,0,0,80,2,0,1,3,1,1,0,1,1,0,1,0,1
967,l0,male,30,Nagykanizsa,asztalos ,178,3,1,1,0,1,1,1,1,1,2,1,0,0,170496,1,1,0,1,0,0,1,1,0,0,5,0,1,1,0,1,3,356,2,3,0,2,2,1,1,2,0,1,1,1,1
968,l1,female,52,Budakeszi,asztalos ,181,0,1,3,0,1,1,1,2,0,0,4,0,0,684425,1,1,0,0,1,1,1,1,0,0,5,3,0,1,2,3,3,24554,1,0,1,3,1,1,0,0,0,0,0,0,1
969,l1,male,64,Nagybajcs,asztalos ,167,4,2,3,1,1,1,1,1,2,1,4,0,1,30452,1,0,0,0,1,0,0,1,0,0,5,1,0,0,2,0,3,73,3,3,1,3,1,0,0,2,2,0,1,1,1
970,l0,male,35,Nagykanizsa,Lakatos ,173,4,0,1,0,1,1,1,1,3,1,1,0,0,112844,1,0,0,0,1,0,0,0,0,0,3,1,0,0,2,0,0,0,2,1,1,3,2,0,0,0,0,1,0,0,1
971,l0,male,35,Nagykanizsa,Lakatos ,165,3,0,1,1,1,1,1,1,2,3,1,0,0,92005,1,0,1,0,1,0,0,1,1,1,2,1,0,1,2,1,2,340,1,1,1,3,2,1,0,1,2,1,0,0,1
972,l0,male,54,Nagybajcs,asztalos ,171,1,0,3,1,1,2,1,1,2,1,0,0,1,146569,0,0,1,0,0,1,0,1,0,0,0,1,0,3,0,0,4,114,2,1,1,1,1,1,1,1,1,0,1,0,2
973,l0,female,27,Nagykanizsa,asztalos ,158,0,1,3,0,1,1,1,1,0,7,4,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,2,2,4,788,1,1,1,3,2,1,0,1,2,1,1,1,0
974,l1,female,63,Nagykanizsa,Lakatos ,173,3,0,1,1,1,1,1,1,3,1,4,0,0,340246,1,1,0,1,0,0,1,1,0,0,0,2,0,1,2,0,4,5915,2,3,1,1,1,1,0,2,2,0,1,1,2
975,l0,male,49,Budakeszi,asztalos ,170,1,2,0,1,1,1,1,2,2,1,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,2,0,1,4,0,3,81,2,0,1,2,2,1,1,1,0,1,1,0,2
976,l0,female,28,Nagybajcs,Szakorvos ,176,2,0,3,1,1,2,1,2,2,1,1,0,0,20629,1,0,0,0,1,0,1,1,1,0,5,1,0,4,2,2,4,548,2,1,1,3,2,1,1,1,0,0,1,1,1
977,l0,male,45,Nagybajcs,Szakorvos ,157,4,0,3,1,1,1,1,2,3,2,4,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,208,1,0,0,1,2,1,1,2,1,1,1,1,1
978,l1,male,60,Nagykanizsa,Lakatos ,164,3,0,4,1,1,2,1,0,3,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,4,0,0,3,0,0,3,127,1,1,1,3,0,0,0,1,0,1,0,0,3
979,l0,female,39,Budakeszi,asztalos ,176,3,0,2,1,1,1,1,3,3,7,1,0,0,0,1,1,0,0,1,0,0,0,1,0,2,0,0,0,2,0,0,161,1,2,1,2,2,0,0,1,0,1,0,0,1
980,l1,female,42,Budakeszi,Szakorvos ,161,4,2,4,0,1,1,0,2,2,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,3,0,3,3,1,1,1,1,1,1,0,1,1,1,2
981,l1,male,46,Nagybajcs,Szakorvos ,164,0,0,2,1,1,1,1,2,3,6,0,0,1,279913,1,0,1,0,1,0,0,1,1,1,5,3,0,1,0,1,0,714,3,1,1,2,1,1,1,0,2,1,1,0,3
982,l0,male,45,Budakeszi,Szakorvos ,151,4,0,2,1,1,2,1,1,2,3,1,0,0,0,1,0,1,0,1,1,0,0,1,0,5,2,0,1,0,0,1,474,3,3,1,2,0,1,1,0,0,0,1,1,1
983,l1,female,32,Nagykanizsa,Lakatos ,171,4,0,4,1,1,1,1,2,3,14,4,0,0,365331,1,0,0,1,1,1,1,1,1,1,3,2,0,1,0,0,0,690,1,0,0,1,2,1,0,1,1,0,1,1,1
984,l1,male,35,Budakeszi,Szakorvos ,169,0,1,3,0,1,1,1,2,2,10,4,0,0,0,0,0,0,1,1,0,1,0,0,0,5,1,0,4,0,0,0,89,2,3,1,1,0,1,0,2,2,1,1,1,1
985,l1,male,47,Budakeszi,Lakatos ,176,1,0,3,1,1,2,1,1,3,0,0,0,0,398189,0,0,1,0,1,0,1,1,1,1,1,1,0,1,2,0,3,906,2,1,1,1,1,0,0,1,0,0,0,0,3
986,l1,male,37,Nagykanizsa,Lakatos ,166,3,0,4,1,1,1,1,1,0,0,0,0,1,303847,1,0,0,0,1,0,0,1,0,0,0,0,0,4,0,0,3,0,2,1,1,2,0,0,0,1,0,1,1,0,1
987,l1,male,65,Nagykanizsa,Lakatos ,159,4,2,3,1,1,2,1,1,3,2,1,0,0,94497,1,0,0,0,1,0,0,1,0,0,5,1,0,1,2,0,0,259,2,1,1,3,1,0,0,1,0,0,1,1,1
988,l1,male,65,Nagykanizsa,Szakorvos ,166,0,2,3,0,1,1,1,2,3,5,4,0,0,100301,0,0,0,0,1,1,1,0,1,1,3,1,0,1,0,0,0,215,2,3,1,3,2,1,1,1,2,0,1,0,4
989,l1,male,29,Nagykanizsa,Lakatos ,162,1,0,2,1,1,2,1,2,2,3,1,0,1,210275,1,0,1,0,0,0,1,1,1,1,5,0,0,1,2,1,4,8686,2,1,1,3,1,1,0,0,0,1,0,0,3
990,l1,male,62,Nagykanizsa,Lakatos ,170,4,2,4,0,1,1,0,2,3,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,4,0,0,3,0,2,0,1,2,1,1,0,1,1,0,1,0,3
991,l1,male,36,Nagybajcs,Szakorvos ,162,0,0,3,1,1,1,1,1,2,2,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,2,1,1,450,2,3,1,3,1,1,1,1,0,1,1,1,0
992,l1,male,49,Nagybajcs,Szakorvos ,168,4,0,0,1,1,1,1,2,2,4,4,0,1,316079,0,0,1,0,1,1,1,1,1,1,5,0,0,1,0,2,3,386,3,0,1,3,2,1,1,1,2,1,1,1,1
993,l1,female,60,Nagykanizsa,Szakorvos ,175,3,0,3,1,1,1,1,1,2,1,0,0,0,458386,1,1,1,1,1,0,0,1,1,0,0,1,0,1,2,0,4,178,2,0,1,2,2,1,1,2,2,1,1,1,1
994,l0,male,38,Budakeszi,asztalos ,152,3,0,3,1,1,1,1,2,1,3,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,2,0,0,0,3,3,0,2,0,0,1,1,0,1,0,0,1
995,l0,male,55,Budakeszi,Lakatos ,170,3,0,1,1,1,1,1,2,2,2,1,0,0,162779,1,0,0,0,1,1,0,0,1,1,1,2,0,4,2,0,3,427,2,1,1,3,1,0,0,1,2,0,0,0,1
996,l1,male,59,Budakeszi,asztalos ,171,3,0,3,1,1,1,1,1,2,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,50,2,1,1,1,2,0,0,0,0,1,1,1,2
997,l1,male,60,Budakeszi,asztalos ,168,0,0,3,0,1,1,1,1,2,4,4,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,2,0,0,414,2,1,1,1,1,0,0,1,2,0,0,0,1
998,l0,male,25,Budakeszi,asztalos ,172,3,2,3,1,0,2,1,6,3,0,0,0,0,313909,1,0,0,0,1,0,0,1,1,1,5,1,0,1,0,0,3,334,1,0,1,3,0,0,0,1,0,0,0,0,1
999,l0,female,57,Nagykanizsa,Szakorvos ,171,0,0,3,0,1,1,1,1,1,1,0,0,0,133744,1,1,0,0,1,0,0,1,1,1,0,2,0,1,1,0,1,62,3,3,1,1,2,1,0,2,0,1,0,0,3
1000,l0,male,46,Budakeszi,Lakatos ,169,3,0,3,1,1,2,1,1,2,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,5,1,0,1,0,0,3,0,1,0,1,3,1,1,1,1,0,0,0,0,1
1001,l0,male,59,Nagykanizsa,asztalos ,152,1,2,3,1,1,1,1,1,3,1,0,0,1,504022,1,1,1,0,0,1,0,1,1,1,2,1,0,1,0,0,0,0,2,1,0,1,0,1,1,1,0,1,0,0,3
1002,l1,male,62,Nagykanizsa,Lakatos ,169,4,0,3,1,1,1,1,1,3,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,3,2,0,1,0,0,0,0,2,0,1,0,1,0,0,1,0,1,1,1,2
1003,l0,male,27,Nagykanizsa,asztalos ,173,0,0,3,0,1,1,1,1,0,2,0,0,0,48352,1,0,0,0,1,0,0,1,1,0,1,1,0,1,2,0,0,0,2,1,1,2,2,0,0,1,2,1,1,1,0
1004,l0,male,51,Nagybajcs,Lakatos ,175,0,0,3,1,1,1,1,0,2,5,1,0,0,248270,0,0,0,0,1,1,0,1,1,0,1,1,1,3,0,1,4,1056,3,1,1,1,1,0,0,1,0,0,0,0,2
1005,l1,male,59,Budakeszi,asztalos ,159,0,2,3,1,1,1,1,1,2,1,0,0,0,88359,0,0,1,0,1,1,0,0,1,1,1,1,0,4,0,0,4,440,2,0,1,1,1,0,0,1,1,0,1,1,1
1006,l0,male,31,Nagykanizsa,asztalos ,159,3,0,4,0,1,1,1,2,3,7,4,0,0,326679,1,0,0,0,0,1,0,1,1,0,5,0,0,0,2,0,0,165,3,1,0,1,2,1,0,1,1,0,1,1,1
1007,l0,male,39,Budakeszi,asztalos ,169,3,0,3,1,1,1,1,1,2,0,0,0,1,280532,1,0,0,0,1,1,1,1,1,1,5,1,0,1,0,0,0,382,2,1,1,3,2,1,1,1,0,1,1,1,1
1008,l0,male,61,Budakeszi,Lakatos ,165,4,0,3,0,1,1,1,2,3,0,0,0,1,44309,1,1,0,1,0,0,0,1,0,0,1,1,0,4,1,0,0,526,3,3,1,1,1,1,1,1,1,1,1,1,2
1009,l0,female,47,Budakeszi,Szakorvos ,181,4,0,3,1,1,2,1,2,2,2,0,0,1,550408,0,0,0,0,1,0,0,1,0,0,1,1,0,4,0,0,0,0,2,1,1,1,2,0,0,1,2,1,0,0,0
1010,l1,male,57,Budakeszi,Lakatos ,173,0,1,1,1,1,2,0,2,2,0,0,0,1,255350,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,233,2,3,1,1,1,0,0,1,2,1,1,1,1
1011,l0,female,43,Nagykanizsa,Szakorvos ,163,4,0,3,1,1,1,1,2,3,8,4,0,0,85979,0,1,1,0,1,0,0,1,1,1,0,1,0,3,4,0,3,57,3,1,1,1,2,0,0,1,0,1,1,1,1
1012,l0,male,41,Nagykanizsa,Lakatos ,178,4,0,1,1,1,1,1,1,2,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,5,1,0,1,2,0,0,600,2,3,1,1,1,0,0,1,0,1,1,1,1
1013,l1,male,56,Nagybajcs,asztalos ,167,4,2,1,1,1,1,1,2,0,0,0,0,0,202849,1,0,0,0,1,0,0,1,1,1,5,1,0,1,0,3,3,0,2,1,1,2,2,1,0,1,0,0,1,0,1
1014,l0,male,38,Nagykanizsa,asztalos ,173,3,0,3,1,0,2,1,0,1,3,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,4,2,3,3,470,2,0,1,3,1,0,0,1,2,0,1,1,1
1015,l1,male,33,Nagykanizsa,asztalos ,171,0,1,1,0,1,1,1,0,2,3,2,0,0,187205,1,0,0,1,1,1,0,1,1,0,5,2,0,1,0,1,4,181,1,3,1,3,0,1,1,1,2,0,0,0,1
1016,l0,male,65,Budakeszi,asztalos ,173,4,0,1,0,1,1,1,1,2,3,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,2,3,1,1,2,1,1,2,2,0,1,0,3
1017,l1,male,36,Budakeszi,Szakorvos ,173,4,0,3,1,1,1,1,3,2,1,1,0,0,166238,1,0,1,0,0,0,1,0,1,0,5,1,0,1,2,0,1,136,3,3,1,3,1,0,0,1,2,1,1,1,1
1018,l1,male,31,Budakeszi,Lakatos ,183,3,0,1,0,1,1,1,1,3,2,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,2,4,4,8698,3,1,1,2,1,1,0,2,2,0,0,0,1
1019,l1,male,58,Nagykanizsa,Szakorvos ,165,1,0,3,0,1,1,1,2,1,3,0,0,0,273290,0,0,1,0,1,0,0,1,1,0,5,2,0,1,2,1,0,144,3,3,1,3,2,1,1,2,0,2,1,1,0
1020,l1,female,45,Nagykanizsa,Lakatos ,172,2,0,2,1,1,1,1,1,2,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,2,1,0,0,0,1,4,108,2,1,1,1,1,0,0,1,0,1,0,0,0
1021,l0,male,39,Nagykanizsa,asztalos ,170,0,0,3,0,1,1,1,1,3,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,2,1,0,4,2,0,0,313,2,1,1,1,2,1,1,2,2,1,0,0,1
1022,l0,male,60,Nagybajcs,asztalos ,164,2,0,3,1,1,1,1,1,2,5,1,0,0,91603,1,0,0,0,1,0,1,1,1,1,5,1,0,1,4,2,0,399,3,3,1,2,1,1,0,0,2,1,1,1,1
1023,l1,male,52,Nagykanizsa,asztalos ,173,1,0,1,1,1,1,1,1,2,5,4,0,0,413553,1,0,1,0,1,1,0,0,0,0,5,0,0,1,2,0,3,392,3,1,1,2,2,1,0,1,0,0,1,0,3
1024,l1,male,50,Budakeszi,asztalos ,163,4,0,4,1,1,1,0,1,2,2,1,0,0,238578,1,0,0,0,1,0,0,1,0,0,1,1,0,1,2,0,4,17,3,0,1,3,2,0,0,0,0,1,1,1,1
1025,l0,male,33,Nagykanizsa,asztalos ,165,0,0,3,1,1,1,1,1,2,0,0,0,1,765343,0,0,1,0,1,0,1,1,1,1,1,1,0,1,2,0,0,226,2,1,1,3,2,0,0,2,2,1,1,0,3
1026,l0,male,32,Budakeszi,Lakatos ,157,3,0,1,1,1,1,1,2,3,5,4,0,0,0,1,0,1,0,1,1,1,1,1,0,5,0,0,0,0,0,1,0,2,1,1,3,0,1,1,1,0,0,1,0,1
1027,l0,male,48,Nagykanizsa,Lakatos ,170,3,2,3,1,1,1,1,2,2,2,1,0,1,0,0,0,1,0,1,0,1,1,1,1,5,3,0,1,0,0,0,0,2,3,1,2,2,0,1,1,0,0,1,1,1
1028,l1,male,40,Nagykanizsa,Szakorvos ,173,0,0,1,1,1,1,1,2,2,5,4,0,0,61662,0,0,1,0,1,0,1,1,1,0,5,1,0,4,0,0,4,463,2,3,1,3,2,1,0,1,0,0,1,0,4
1029,l0,female,50,Budakeszi,asztalos ,176,4,0,3,0,1,0,1,2,3,4,4,0,0,126104,0,0,1,0,0,0,0,1,1,1,1,1,0,4,0,0,0,0,3,1,1,1,2,0,0,1,0,0,1,1,1
1030,l0,male,42,Budakeszi,asztalos ,169,4,0,3,0,1,1,1,1,3,0,0,0,1,298160,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,2,4,8736,2,1,1,1,1,0,0,0,0,0,1,1,4
1031,l1,male,59,Budakeszi,Lakatos ,173,0,0,2,1,1,1,1,2,2,3,1,0,1,228163,1,0,0,0,1,0,0,1,1,1,0,1,0,1,2,0,1,154,3,3,1,1,2,0,0,1,0,0,1,1,1
1032,l0,male,62,Nagykanizsa,Lakatos ,167,3,0,1,1,1,1,1,1,2,2,1,0,0,193904,1,0,0,0,1,1,0,0,1,0,0,1,0,4,0,0,0,237,1,2,1,3,2,1,0,1,2,0,1,1,0
1033,l1,male,65,Nagykanizsa,Szakorvos ,183,4,0,3,1,1,2,1,4,3,4,1,0,1,177983,1,0,0,0,1,0,1,1,1,1,5,1,0,1,0,0,4,406,2,2,1,2,2,0,0,0,0,0,1,0,1
1034,l1,female,33,Nagybajcs,Szakorvos ,164,4,0,3,1,1,1,1,3,2,2,0,0,1,327881,1,1,1,0,1,1,0,1,1,0,2,1,0,1,2,3,4,0,3,1,1,3,2,0,0,1,0,0,1,0,3
1035,l1,male,65,Nagykanizsa,asztalos ,172,3,1,3,1,1,1,1,1,2,1,0,0,0,451844,1,0,1,0,1,1,0,1,1,0,1,1,1,1,2,0,0,517,2,3,0,1,2,1,0,1,0,1,1,0,0
1036,l0,female,39,Budakeszi,Lakatos ,175,4,0,4,1,1,1,1,1,2,6,4,0,0,195629,1,0,0,0,1,0,0,1,1,1,1,1,0,1,2,0,1,0,2,0,1,3,2,1,0,0,0,0,1,1,2
1037,l1,male,25,Budakeszi,Szakorvos ,177,0,0,1,0,1,1,1,2,2,5,4,0,0,342106,1,0,0,1,1,0,1,1,1,0,1,1,1,3,0,0,4,359,3,3,1,2,1,1,1,1,2,1,0,0,1
1038,l1,male,52,Budakeszi,asztalos ,172,3,0,4,1,1,1,1,1,2,0,0,0,0,6377,0,0,1,0,1,0,0,1,1,0,5,1,0,0,0,0,1,132,2,1,1,3,2,0,0,2,2,1,0,0,3
1039,l1,male,28,Budakeszi,Lakatos ,163,2,0,3,0,1,1,1,1,2,7,4,0,0,0,1,0,1,1,1,1,1,1,1,0,5,0,0,1,2,1,4,820,2,1,1,2,2,1,1,1,0,1,1,1,1
1040,l1,female,39,Nagykanizsa,asztalos ,169,3,0,4,0,1,1,1,2,2,2,1,0,0,94124,0,0,1,0,1,0,1,0,1,0,3,1,0,1,1,3,3,5540,1,0,1,2,1,0,0,2,0,0,0,0,1
1041,l1,female,58,Nagykanizsa,Szakorvos ,171,0,0,3,1,1,1,1,1,3,2,1,0,0,95319,0,0,0,0,0,0,0,1,1,0,1,1,1,1,2,0,1,0,2,1,1,1,2,1,1,2,1,1,1,0,0
1042,l1,female,65,Nagybajcs,Szakorvos ,198,4,0,2,1,1,1,1,1,2,1,1,0,0,102518,0,0,0,1,1,0,0,0,1,1,5,3,0,1,2,0,1,0,1,1,1,2,2,1,1,1,0,0,0,0,4
1043,l0,male,64,Nagykanizsa,asztalos ,162,4,1,3,1,1,2,1,2,3,1,3,0,0,0,1,0,1,0,1,0,1,0,0,0,5,0,0,1,2,0,0,0,2,1,1,1,2,0,0,1,2,1,1,1,2
1044,l0,male,50,Budakeszi,Lakatos ,166,1,0,1,1,1,1,1,1,2,2,1,0,0,272552,1,0,0,0,1,0,0,1,1,1,5,0,0,1,2,0,0,0,3,1,1,1,0,1,1,2,2,0,1,1,1
1045,l0,male,47,Nagykanizsa,asztalos ,165,3,0,1,1,1,1,1,1,3,4,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,2,1,3,368,2,1,1,1,0,0,0,2,0,1,0,0,1
1046,l1,female,42,Nagykanizsa,Szakorvos ,175,1,0,4,0,1,2,1,1,2,2,1,0,1,119576,1,1,0,0,0,0,0,0,1,1,3,1,0,1,1,0,1,20,2,1,1,2,2,1,1,1,1,0,1,1,1
1047,l1,male,49,Budakeszi,asztalos ,194,4,0,0,1,1,1,1,1,2,4,0,0,1,42940,1,0,0,0,1,1,1,1,0,0,5,1,0,4,0,4,4,6525,3,3,1,3,2,1,1,1,2,0,1,1,1
1048,l1,female,46,Budakeszi,Lakatos ,183,3,0,4,1,1,1,1,1,2,0,0,0,1,113830,1,0,1,0,1,0,0,1,0,0,5,1,0,4,0,0,0,518,2,0,1,2,1,0,0,0,0,1,1,0,1
1049,l0,male,31,Nagykanizsa,Lakatos ,170,4,2,1,0,1,1,0,2,0,2,1,0,0,351834,0,0,1,1,1,0,0,1,0,0,5,1,1,1,2,0,0,0,2,1,1,1,2,1,1,1,2,0,1,0,2
1050,l1,male,59,Budakeszi,asztalos ,171,3,2,3,1,1,1,1,2,3,5,1,0,0,0,1,0,1,0,1,0,0,0,1,1,5,0,0,1,0,0,3,118,2,0,1,1,1,1,1,1,2,0,1,1,1
1051,l0,male,25,Nagykanizsa,asztalos ,181,4,2,3,1,1,2,1,1,2,3,1,0,1,107167,0,0,1,0,0,1,0,1,1,1,1,2,0,0,0,0,0,0,2,0,1,2,2,0,0,1,0,1,1,1,0
1052,l0,male,50,Nagykanizsa,asztalos ,159,3,0,3,1,1,1,1,3,2,5,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,3,0,4,2,4,1,700,2,1,1,1,1,0,0,1,2,0,1,1,0
1053,l1,male,33,Nagykanizsa,Szakorvos ,155,0,0,1,1,1,1,1,1,3,1,0,0,1,44859,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,3,4,373,2,1,1,1,2,1,1,2,0,0,0,0,1
1054,l1,female,39,Budakeszi,Lakatos ,175,3,1,3,1,1,1,1,0,3,0,0,0,1,253352,0,0,0,0,1,1,0,0,1,0,1,2,0,1,0,0,4,5790,2,0,1,2,1,0,0,2,2,2,1,0,1
1055,l1,male,55,Nagykanizsa,Lakatos ,177,3,2,4,1,1,2,1,1,2,2,1,0,1,0,1,0,1,0,1,0,0,1,1,1,5,1,0,1,2,0,3,144,2,1,1,2,2,1,0,2,2,0,1,0,0
1056,l0,male,40,Nagykanizsa,Lakatos ,182,3,0,2,0,1,1,1,2,0,0,0,0,1,175196,1,0,0,0,1,0,1,1,0,0,5,1,0,3,2,3,0,6227,3,2,1,3,2,0,0,1,0,0,0,0,0
1057,l1,female,28,Nagykanizsa,Szakorvos ,176,0,0,2,1,1,1,1,1,2,0,0,0,1,466491,0,0,0,0,1,0,0,1,1,0,5,1,1,1,2,0,0,170,3,3,1,3,1,0,1,1,2,1,1,0,1
1058,l1,female,42,Nagykanizsa,Szakorvos ,170,4,0,4,1,1,2,1,2,2,3,1,0,1,529300,1,0,1,0,1,1,1,0,1,1,3,1,0,0,2,0,3,0,2,1,1,3,2,1,0,1,2,0,0,0,3
1059,l0,female,54,Budakeszi,asztalos ,180,3,0,3,1,1,1,1,0,3,4,4,0,0,0,1,0,0,1,1,1,1,1,1,0,5,2,0,0,0,2,4,1062,1,2,1,3,2,1,0,1,0,1,1,0,1
1060,l1,male,29,Nagykanizsa,Szakorvos ,185,4,0,3,1,1,2,1,2,0,4,1,0,1,150578,1,0,0,1,1,1,0,1,1,0,2,0,0,0,0,0,1,194,2,3,1,2,0,1,0,1,2,1,1,1,3
